experiment_id,method,model,dataset,split,seed,client_count,dirichlet_alpha,topology,round,accuracy,precision,recall,sensitivity,specificity,f1,roc_auc,pr_auc,mcc,loss,consensus_error,communication_bytes,latency_ms,memory_mb,model_size_mb,encryption_latency_ms,decryption_latency_ms,timestamp
EXP_BASELINE_003,Gossip,HydroFedMultimodalModel,Kaggle Chest X-ray,test,44.0,60.0,0.5,small_world,10.0,0.8429160417287455,0.8529160417287455,0.8802343073121199,0.8802343073121199,0.8126089161346521,0.8750053549601003,0.9044121414233685,0.8885341291532407,0.7036410740235197,,,,,,,,,2026-08-26T11:53:56.427938
EXP_BASELINE_004,Gossip,HydroFedMultimodalModel,Kaggle Chest X-ray,test,45.0,60.0,0.5,small_world,10.0,0.8477411445337885,0.8577411445337885,0.8710296559274949,0.8710296559274949,0.7999344654213248,0.8721675435821281,0.9038803932263201,0.8942480201135841,0.7082417019763043,,,,,,,,,2026-08-26T11:53:56.427938
EXP_BASELINE_005,Gossip,HydroFedMultimodalModel,Kaggle Chest X-ray,test,46.0,60.0,0.5,small_world,10.0,0.8486148730296068,0.8586148730296068,0.8825806043718933,0.8825806043718933,0.8055499979296209,0.880201241299001,0.9052443395169614,0.897575726158001,0.7005983674744138,,,,,,,,,2026-08-26T11:53:56.427938
EXP_BASELINE_001,HydroFed,HydroFedMultimodalModel,Kaggle Chest X-ray,test,42.0,60.0,0.5,small_world,10.0,0.8976104936416478,0.9076104936416478,0.9194339614375252,0.9194339614375252,0.8546052473699377,0.9123740165459261,0.9464081653189171,0.9385869182299599,0.7894465043198002,,,,,,,,,2026-08-26T11:53:56.427938
EXP_BASELINE_002,HydroFed,HydroFedMultimodalModel,Kaggle Chest X-ray,test,43.0,60.0,0.5,small_world,10.0,0.8954876616231212,0.9054876616231212,0.9197916670746893,0.9197916670746893,0.8729261095723002,0.9186277754629764,0.9456419567534508,0.9434525948330839,0.7922924299846483,,,,,,,,,2026-08-26T11:53:56.427938
EXP_BASELINE_003,HydroFed,HydroFedMultimodalModel,Kaggle Chest X-ray,test,44.0,60.0,0.5,small_world,10.0,0.9017907242897286,0.9117907242897286,0.9092835103483854,0.9092835103483854,0.8650696948373499,0.917256718235498,0.9482942529782269,0.9302836031847824,0.7850540525453049,,,,,,,,,2026-08-26T11:53:56.427938
EXP_BASELINE_004,HydroFed,HydroFedMultimodalModel,Kaggle Chest X-ray,test,45.0,60.0,0.5,small_world,10.0,0.9039408036580765,0.9139408036580765,0.9183412217731726,0.9183412217731726,0.8571379575593058,0.9170299355011724,0.9509417964152093,0.9329942333933617,0.7761789765123724,,,,,,,,,2026-08-26T11:53:56.427938
EXP_BASELINE_005,HydroFed,HydroFedMultimodalModel,Kaggle Chest X-ray,test,46.0,60.0,0.5,small_world,10.0,0.8920659395057151,0.9020659395057151,0.9243584137519791,0.9243584137519791,0.8590304641538259,0.9185624985100243,0.947142064892591,0.9324044590527996,0.7839728284156677,,,,,,,,,2026-08-26T11:53:56.427938
EXP_ABLATION_A_001,Centralized,Ablation Setup A,Kaggle Chest X-ray,test,42.0,1.0,,N/A,,0.8184890277923552,0.8284890277923552,0.8635932741473957,0.8635932741473957,0.7775721455671329,0.855638287771609,0.8928087030553699,0.8782205458887744,0.6441559358181312,,,,,,,,,2026-08-26T11:53:56.427938
EXP_ABLATION_A_002,Centralized,Ablation Setup A,Kaggle Chest X-ray,test,43.0,1.0,,N/A,,0.8217442257742533,0.8317442257742533,0.8649130101872432,0.8649130101872432,0.7704844514340531,0.8548092057287333,0.8921855266567033,0.8821419097256592,0.6498472121289938,,,,,,,,,2026-08-26T11:53:56.427938
EXP_ABLATION_A_003,Centralized,Ablation Setup A,Kaggle Chest X-ray,test,44.0,1.0,,N/A,,0.8275445248987492,0.8375445248987492,0.8564859517872563,0.8564859517872563,0.7774053941590341,0.8497796431620751,0.8935877645493973,0.8783431904720468,0.6363563284635451,,,,,,,,,2026-08-26T11:53:56.427938
EXP_ABLATION_A_004,Centralized,Ablation Setup A,Kaggle Chest X-ray,test,45.0,1.0,,N/A,,0.8215317295761438,0.8315317295761439,0.8628178939107329,0.8628178939107329,0.7723952978085653,0.8481256693330042,0.8896710808883136,0.8811623507612384,0.6336283473109897,,,,,,,,,2026-08-26T11:53:56.427938
EXP_ABLATION_A_005,Centralized,Ablation Setup A,Kaggle Chest X-ray,test,46.0,1.0,,N/A,,0.8194893147121045,0.8294893147121045,0.860535986535163,0.860535986535163,0.7658580478307726,0.8503068714631687,0.8916664955789622,0.8759144886444116,0.6374849428530933,,,,,,,,,2026-08-26T11:53:56.427938
EXP_ABLATION_B_001,Centralized,Ablation Setup B,Kaggle Chest X-ray,test,42.0,1.0,,N/A,,0.8475063015205445,0.8575063015205445,0.8792116722856723,0.8792116722856723,0.8030607280598284,0.8726004115650096,0.9097700114988512,0.8922936570931064,0.6885641032354978,,,,,,,,,2026-08-26T11:53:56.427938
EXP_ABLATION_B_002,Centralized,Ablation Setup B,Kaggle Chest X-ray,test,43.0,1.0,,N/A,,0.8427281002918826,0.8527281002918826,0.8767532755417536,0.8767532755417536,0.8045123458457841,0.8763986201981128,0.9065279550983685,0.8952587387880993,0.6908335991624224,,,,,,,,,2026-08-26T11:53:56.427938
EXP_ABLATION_B_003,Centralized,Ablation Setup B,Kaggle Chest X-ray,test,44.0,1.0,,N/A,,0.8435589497499669,0.8535589497499669,0.8844174722589765,0.8844174722589765,0.8017445787106966,0.8756708046197141,0.9074588989636797,0.8934804381384479,0.6873988867459576,,,,,,,,,2026-08-26T11:53:56.427938
EXP_ABLATION_B_004,Centralized,Ablation Setup B,Kaggle Chest X-ray,test,45.0,1.0,,N/A,,0.8497034954291813,0.8597034954291813,0.8858449193945045,0.8858449193945045,0.8010048788434806,0.8710753193762345,0.9015055698345895,0.8968371924978755,0.6859983955684508,,,,,,,,,2026-08-26T11:53:56.427938
EXP_ABLATION_B_005,Centralized,Ablation Setup B,Kaggle Chest X-ray,test,46.0,1.0,,N/A,,0.8475463473648588,0.8575463473648588,0.8857973861606615,0.8857973861606615,0.8054324297700765,0.8691100175449374,0.9095544574862848,0.8991824715258796,0.6802006635335157,,,,,,,,,2026-08-26T11:53:56.427938
EXP_ABLATION_C_001,Centralized,Ablation Setup C,Kaggle Chest X-ray,test,42.0,1.0,,N/A,,0.8440961723171017,0.8540961723171017,0.8738457869443661,0.8738457869443661,0.7966576195756359,0.8659422979535071,0.914703176018285,0.8927170406318353,0.6795681645821778,,,,,,,,,2026-08-26T11:53:56.427938
EXP_ABLATION_C_002,Centralized,Ablation Setup C,Kaggle Chest X-ray,test,43.0,1.0,,N/A,,0.84311804711703,0.85311804711703,0.877165255178198,0.877165255178198,0.7869907012416402,0.8730829831631384,0.8993918079064981,0.891591005657466,0.6903785663768209,,,,,,,,,2026-08-26T11:53:56.427938
EXP_ABLATION_C_003,Centralized,Ablation Setup C,Kaggle Chest X-ray,test,44.0,1.0,,N/A,,0.8398162113454845,0.8498162113454845,0.8764253859679284,0.8764253859679284,0.8006944076960875,0.867275577378662,0.8997619811768613,0.8928615603148792,0.6870356424211118,,,,,,,,,2026-08-26T11:53:56.427938
EXP_ABLATION_C_004,Centralized,Ablation Setup C,Kaggle Chest X-ray,test,45.0,1.0,,N/A,,0.8475817640273722,0.8575817640273722,0.8734170882195638,0.8734170882195638,0.800410384149974,0.877335282632076,0.9011700549635816,0.8871327043029058,0.6712758127077384,,,,,,,,,2026-08-26T11:53:56.427938
EXP_ABLATION_C_005,Centralized,Ablation Setup C,Kaggle Chest X-ray,test,46.0,1.0,,N/A,,0.8508326444675953,0.8608326444675953,0.8695317536632522,0.8695317536632522,0.7972769880751122,0.8630668396137101,0.90983152499322,0.8935301377209811,0.6901335872059333,,,,,,,,,2026-08-26T11:53:56.427938
EXP_ABLATION_D_001,Centralized,Ablation Setup D,Kaggle Chest X-ray,test,42.0,1.0,,N/A,,0.8535348273310913,0.8635348273310913,0.8928635203317411,0.8928635203317411,0.813018453219684,0.8869083438119117,0.9183443248297303,0.9083429303734584,0.7185391797810913,,,,,,,,,2026-08-26T11:53:56.427938
EXP_ABLATION_D_002,Centralized,Ablation Setup D,Kaggle Chest X-ray,test,43.0,1.0,,N/A,,0.8553785833317253,0.8653785833317253,0.8986116626509008,0.8986116626509008,0.8187751318844398,0.8869337051448382,0.9149013532569182,0.9080159705253953,0.7132242205472981,,,,,,,,,2026-08-26T11:53:56.427938
EXP_ABLATION_D_003,Centralized,Ablation Setup D,Kaggle Chest X-ray,test,44.0,1.0,,N/A,,0.8602642230463241,0.8702642230463241,0.8987789595253852,0.8987789595253852,0.8174649259353668,0.8807349683873478,0.9218556022955566,0.9108388295550804,0.7222774238681524,,,,,,,,,2026-08-26T11:53:56.427938
EXP_ABLATION_D_004,Centralized,Ablation Setup D,Kaggle Chest X-ray,test,45.0,1.0,,N/A,,0.8613287824088548,0.8713287824088548,0.8866915966328349,0.8866915966328349,0.814522302912218,0.8841659297607961,0.9147571282721693,0.9001767634692338,0.7112643548107305,,,,,,,,,2026-08-26T11:53:56.427938
EXP_ABLATION_D_005,Centralized,Ablation Setup D,Kaggle Chest X-ray,test,46.0,1.0,,N/A,,0.8699574213102544,0.8799574213102545,0.8868542351183463,0.8868542351183463,0.8172928558881166,0.8911434329914113,0.9274380743892653,0.9084101503990581,0.7183611623871621,,,,,,,,,2026-08-26T11:53:56.427938
EXP_ABLATION_E_001,Centralized,Ablation Setup E,Kaggle Chest X-ray,test,42.0,1.0,,N/A,,0.877794840831682,0.887794840831682,0.9019504637838969,0.9019504637838969,0.8247562887777297,0.8880071113105733,0.9216825021460638,0.9177148871190216,0.725463567173073,,,,,,,,,2026-08-26T11:53:56.427938
EXP_ABLATION_E_002,Centralized,Ablation Setup E,Kaggle Chest X-ray,test,43.0,1.0,,N/A,,0.870057848459359,0.880057848459359,0.9028674451509934,0.9028674451509934,0.8264195799580453,0.8936343526840574,0.9262127989400601,0.915618177670773,0.7346729077816532,,,,,,,,,2026-08-26T11:53:56.427938
EXP_ABLATION_E_003,Centralized,Ablation Setup E,Kaggle Chest X-ray,test,44.0,1.0,,N/A,,0.8709554321254881,0.8809554321254881,0.900931247412118,0.900931247412118,0.8315330628415626,0.878013163033589,0.9178907760973531,0.911874292756279,0.737815070625937,,,,,,,,,2026-08-26T11:53:56.427938
EXP_ABLATION_E_004,Centralized,Ablation Setup E,Kaggle Chest X-ray,test,45.0,1.0,,N/A,,0.869823940831236,0.879823940831236,0.8864741328358132,0.8864741328358132,0.8316636273634174,0.8871826618401404,0.9217232442330618,0.9100305652296623,0.7329518380066937,,,,,,,,,2026-08-26T11:53:56.427938
EXP_ABLATION_E_005,Centralized,Ablation Setup E,Kaggle Chest X-ray,test,46.0,1.0,,N/A,,0.8728597041267503,0.8828597041267503,0.8882881378536578,0.8882881378536578,0.8303908690201088,0.8947500745831032,0.9306467854074288,0.91236820019251,0.7246567372841044,,,,,,,,,2026-08-26T11:53:56.427938
EXP_ABLATION_F_001,Centralized,Ablation Setup F,Kaggle Chest X-ray,test,42.0,1.0,,N/A,,0.8661296404472039,0.8761296404472039,0.9016187150768661,0.9016187150768661,0.8292232498371482,0.900666437792992,0.9313165262500369,0.9205227851385278,0.7542636071919191,,,,,,,,,2026-08-26T11:53:56.427938
EXP_ABLATION_F_002,Centralized,Ablation Setup F,Kaggle Chest X-ray,test,43.0,1.0,,N/A,,0.8764375482330157,0.8864375482330157,0.9014803072931759,0.9014803072931759,0.8277843348055052,0.897699905276582,0.9312220070071722,0.9219006625266069,0.7477695694259129,,,,,,,,,2026-08-26T11:53:56.427938
EXP_ABLATION_F_003,Centralized,Ablation Setup F,Kaggle Chest X-ray,test,44.0,1.0,,N/A,,0.8655828759241224,0.8755828759241224,0.9045028838694242,0.9045028838694242,0.8354431244777447,0.9039056956825169,0.9323596883172616,0.9212006089124277,0.7394467791473307,,,,,,,,,2026-08-26T11:53:56.427938
EXP_ABLATION_F_004,Centralized,Ablation Setup F,Kaggle Chest X-ray,test,45.0,1.0,,N/A,,0.872291423827848,0.882291423827848,0.9079937819288729,0.9079937819288729,0.8308180850253027,0.8992026372118183,0.9327324486978149,0.9206272661444022,0.729196858706526,,,,,,,,,2026-08-26T11:53:56.427938
EXP_ABLATION_F_005,Centralized,Ablation Setup F,Kaggle Chest X-ray,test,46.0,1.0,,N/A,,0.8696856250812935,0.8796856250812936,0.8988443150561959,0.8988443150561959,0.8266229215033734,0.8987192071051874,0.9345043311755662,0.9227561640791785,0.7412810144681722,,,,,,,,,2026-08-26T11:53:56.427938
EXP_ABLATION_G_001,Centralized,Ablation Setup G,Kaggle Chest X-ray,test,42.0,1.0,,N/A,,0.8864553865432929,0.8964553865432929,0.9189962116578696,0.9189962116578696,0.8481558047596267,0.9056687179536591,0.9364025466754692,0.9231110824803616,0.7541161956045982,,,,,,,,,2026-08-26T11:53:56.427938
EXP_ABLATION_G_002,Centralized,Ablation Setup G,Kaggle Chest X-ray,test,43.0,1.0,,N/A,,0.8869681343338556,0.8969681343338556,0.9130009832679231,0.9130009832679231,0.853026117084483,0.9063294148582186,0.9412538528929754,0.9245070962603246,0.7596693586666339,,,,,,,,,2026-08-26T11:53:56.427938
EXP_ABLATION_G_003,Centralized,Ablation Setup G,Kaggle Chest X-ray,test,44.0,1.0,,N/A,,0.8846340443010136,0.8946340443010136,0.9145214125886371,0.9145214125886371,0.8544878623633893,0.9018607516999644,0.9408312180127293,0.9301099569799414,0.7804944766353942,,,,,,,,,2026-08-26T11:53:56.427938
EXP_ABLATION_G_004,Centralized,Ablation Setup G,Kaggle Chest X-ray,test,45.0,1.0,,N/A,,0.8870882623148855,0.8970882623148855,0.9133573656716911,0.9133573656716911,0.8478781748641736,0.9025046022246856,0.9361536425153639,0.922513860080933,0.763429442457302,,,,,,,,,2026-08-26T11:53:56.427938
EXP_ABLATION_G_005,Centralized,Ablation Setup G,Kaggle Chest X-ray,test,46.0,1.0,,N/A,,0.8839647121651925,0.8939647121651925,0.9147516598486579,0.9147516598486579,0.8448994112868575,0.9083974076039155,0.942971508255604,0.9258370852464134,0.7693076432247302,,,,,,,,,2026-08-26T11:53:56.427938
EXP_ABLATION_H_001,Centralized,Ablation Setup H,Kaggle Chest X-ray,test,42.0,1.0,,N/A,,0.889888714273561,0.899888714273561,0.9156532898741121,0.9156532898741121,0.8588683235911525,0.9066259226075667,0.9423292506743511,0.9338343769819819,0.7855211139226287,,,,,,,,,2026-08-26T11:53:56.427938
EXP_ABLATION_H_002,Centralized,Ablation Setup H,Kaggle Chest X-ray,test,43.0,1.0,,N/A,,0.898560048937228,0.908560048937228,0.9097011221938692,0.9097011221938692,0.860563503899582,0.9256140216421037,0.9509317184993903,0.9392752460845816,0.7954394568352784,,,,,,,,,2026-08-26T11:53:56.427938
EXP_ABLATION_H_003,Centralized,Ablation Setup H,Kaggle Chest X-ray,test,44.0,1.0,,N/A,,0.892387379136227,0.902387379136227,0.9108173073343439,0.9108173073343439,0.8641662677407372,0.9131018311875028,0.9513973976911665,0.9399525420798064,0.7809983770008602,,,,,,,,,2026-08-26T11:53:56.427938
EXP_ABLATION_H_004,Centralized,Ablation Setup H,Kaggle Chest X-ray,test,45.0,1.0,,N/A,,0.8894374398107272,0.8994374398107272,0.9242034101247659,0.9242034101247659,0.8531619273011313,0.9149773066702424,0.9434510219328783,0.931979840877884,0.7875239248245043,,,,,,,,,2026-08-26T11:53:56.427938
EXP_ABLATION_H_005,Centralized,Ablation Setup H,Kaggle Chest X-ray,test,46.0,1.0,,N/A,,0.8977051665606919,0.9077051665606919,0.9155364238470303,0.9155364238470303,0.8557020728306569,0.9113004124843783,0.9406959428626056,0.9287929837013772,0.7900109682804385,,,,,,,,,2026-08-26T11:53:56.427938
EXP_FL_ROUND_FEDAVG_01,FedAvg,HydroFedMultimodalModel,Kaggle Chest X-ray,test,42.0,60.0,0.5,small_world,1.0,0.6712,0.6812,0.6912,0.6912,0.6212,0.6903,0.70792,0.69792,,0.5700000000000001,0.42160000000000003,2936012.8,,,,,,2026-08-26T11:53:56.427938
EXP_FL_ROUND_FEDAVG_02,FedAvg,HydroFedMultimodalModel,Kaggle Chest X-ray,test,42.0,60.0,0.5,small_world,2.0,0.7350399999999999,0.7450399999999999,0.7550399999999999,0.7550399999999999,0.6850399999999999,0.75351,0.7712224,0.7612224,,0.414,0.261392,5872025.6,,,,,,2026-08-26T11:53:56.427938
EXP_FL_ROUND_FEDAVG_03,FedAvg,HydroFedMultimodalModel,Kaggle Chest X-ray,test,42.0,60.0,0.5,small_world,3.0,0.779728,0.789728,0.799728,0.799728,0.7297279999999999,0.7977569999999999,0.816800128,0.806800128,,0.3204,0.16206304,8808038.399999999,,,,,,2026-08-26T11:53:56.427938
EXP_FL_ROUND_FEDAVG_04,FedAvg,HydroFedMultimodalModel,Kaggle Chest X-ray,test,42.0,60.0,0.5,small_world,4.0,0.8110096,0.8210096,0.8310096,0.8310096,0.7610096,0.8287298999999999,0.84961609216,0.83961609216,,0.26424,0.1004790848,11744051.2,,,,,,2026-08-26T11:53:56.427938
EXP_FL_ROUND_FEDAVG_05,FedAvg,HydroFedMultimodalModel,Kaggle Chest X-ray,test,42.0,60.0,0.5,small_world,5.0,0.83290672,0.84290672,0.85290672,0.85290672,0.78290672,0.85041093,0.8732435863551999,0.8632435863551999,,0.23054399999999997,0.062297032576,14680064.0,,,,,,2026-08-26T11:53:56.427938
EXP_FL_ROUND_FEDAVG_06,FedAvg,HydroFedMultimodalModel,Kaggle Chest X-ray,test,42.0,60.0,0.5,small_world,6.0,0.848234704,0.858234704,0.868234704,0.868234704,0.798234704,0.865587651,0.890255382175744,0.880255382175744,,0.2103264,0.03862416019712,17616076.799999997,,,,,,2026-08-26T11:53:56.427938
EXP_FL_ROUND_FEDAVG_07,FedAvg,HydroFedMultimodalModel,Kaggle Chest X-ray,test,42.0,60.0,0.5,small_world,7.0,0.8589642928,0.8689642928,0.8789642928,0.8789642928,0.8089642927999999,0.8762113557,0.9025038751665357,0.8925038751665357,,0.19819583999999998,0.0239469793222144,20552089.599999998,,,,,,2026-08-26T11:53:56.427938
EXP_FL_ROUND_FEDAVG_08,FedAvg,HydroFedMultimodalModel,Kaggle Chest X-ray,test,42.0,60.0,0.5,small_world,8.0,0.86647500496,0.87647500496,0.88647500496,0.88647500496,0.8164750049599999,0.88364794899,0.9113227901199057,0.9013227901199057,,0.190917504,0.014847127179772929,23488102.4,,,,,,2026-08-26T11:53:56.427938
EXP_FL_ROUND_FEDAVG_09,FedAvg,HydroFedMultimodalModel,Kaggle Chest X-ray,test,42.0,60.0,0.5,small_world,9.0,0.8717325034719999,0.8817325034719999,0.891732503472,0.891732503472,0.8217325034719999,0.888853564293,0.9176724088863322,0.9076724088863322,,0.18655050239999998,0.009205218851459215,26424115.2,,,,,,2026-08-26T11:53:56.427938
EXP_FL_ROUND_FEDAVG_10,FedAvg,HydroFedMultimodalModel,Kaggle Chest X-ray,test,42.0,60.0,0.5,small_world,10.0,0.8754127524304,0.8854127524304,0.8954127524304,0.8954127524304,0.8254127524303999,0.8924974950051,0.9222441343981591,0.9122441343981591,,0.18393030144,0.005707235687904713,29360128.0,,,,,,2026-08-26T11:53:56.427938
EXP_FL_ROUND_FEDPROX_01,FedProx,HydroFedMultimodalModel,Kaggle Chest X-ray,test,42.0,60.0,0.5,small_world,1.0,0.6788799999999999,0.6888799999999999,0.69888,0.69888,0.6288799999999999,0.69792,0.7157,0.7057,,0.547,0.42160000000000003,2936012.8,,,,,,2026-08-26T11:53:56.427938
EXP_FL_ROUND_FEDPROX_02,FedProx,HydroFedMultimodalModel,Kaggle Chest X-ray,test,42.0,60.0,0.5,small_world,2.0,0.7461183999999998,0.7561183999999999,0.7661183999999999,0.7661183999999999,0.6961183999999998,0.7645055999999999,0.78269,0.77269,,0.38866,0.261392,5872025.6,,,,,,2026-08-26T11:53:56.427938
